geo,unit,TIME_PERIOD,GDP,FCE,AIC,GCF,EGS,EG,ES,IGS,IG,IS,CE,TPI
SE,CLV_I05,1996-01-01,74.251,82.225,80.475,71.521,53.115,55.43,44.372,59.068,59.107,58.595,NA,NA
SE,CLV_I05,1997-01-01,76.662,83.714,81.867,73.154,60.516,63,51.175,66.343,65.677,67.81,NA,NA
SE,CLV_I05,1998-01-01,79.983,86.637,84.81,79.793,65.912,68.354,56.79,73.594,72.526,76.143,NA,NA
SE,CLV_I05,1999-01-01,83.417,89.485,87.783,82.869,70.657,72.67,63.253,77.575,75.664,82.452,NA,NA
SE,CLV_I05,2000-01-01,87.941,92.405,90.998,89.784,79.165,81.247,71.531,87.075,85.46,91.084,NA,NA
SE,CLV_I05,2001-01-01,89.147,92.973,92.419,90.573,79.633,79.382,80.596,85.822,82.08,95.822,NA,NA
SE,CLV_I05,2002-01-01,90.96,95.031,94.542,88.561,80.986,81.158,80.401,84.936,82.075,92.528,NA,NA
SE,CLV_I05,2003-01-01,93.083,96.226,95.748,91.568,84.474,84.839,83.199,87.608,86.33,90.954,NA,NA
SE,CLV_I05,2004-01-01,97.401,97.912,97.536,95.372,93.986,94.274,92.987,93.598,93.304,94.368,NA,NA
SE,CLV_I05,2005-01-01,100,100,100,100,100,100,100,100,100,100,NA,NA
SE,CLV_I05,2006-01-01,104.791,102.512,102.618,109.951,108.614,108.328,109.608,108.33,109.614,104.914,NA,NA
SE,CLV_I05,2007-01-01,108.354,105.366,105.701,122.134,113.605,111.62,120.5,117.025,117.776,115.061,NA,NA
SE,CLV_I05,2008-01-01,107.818,106.125,106.338,119.382,115.71,112.59,126.516,120.601,120.188,121.751,NA,NA
SE,CLV_I05,2009-01-01,102.712,107.682,107.779,97.119,98.98,92.01,123.064,103.071,99.602,112.401,NA,NA
SE,CLV_I05,2010-01-01,108.941,111.085,111.376,112.677,109.519,105.985,121.692,114.907,115.045,115.048,NA,NA
SE,CLV_I05,2011-01-01,112.913,112.862,113.136,121.733,116.879,113.17,129.655,123.047,124.87,118.852,NA,NA
SE,CLV_I05,2012-01-01,112.336,113.833,113.778,115.1,118.188,113.239,135.105,124.295,124.892,123.256,NA,NA
SE,CLV_I05,2013-01-01,113.65,115.793,115.546,116.9,116.885,109.474,141.848,124.047,122.758,127.73,NA,NA
SE,CLV_I05,2014-01-01,116.761,118.45,118.316,125.018,121.988,113.24,151.277,131.965,128.686,140.495,NA,NA
SE,CLV_I05,2015-01-01,121.847,122.358,122.588,135.545,129.064,115.881,172.68,139.963,136.788,148.291,NA,NA
SE,CLV_I05,2016-01-01,123.876,125.801,126.271,139.912,132.161,119.018,175.694,146.219,144.985,150.171,NA,NA
SE,CLV_I05,2017-01-01,127.312,127.939,128.48,148.124,137.621,126.482,174.974,153.134,149.898,161.612,NA,NA
SE,CLV_I05,2018-01-01,129.864,129.826,130.072,151.635,143.466,133.339,177.624,158.989,157.965,162.48,NA,NA
SE,CLV_I05,2019-01-01,132.562,130.548,130.682,150.372,152.037,138.173,198.667,162.374,158.455,172.611,NA,NA
SE,CLV_I05,2020-01-01,129.157,127.074,126.878,148.456,143.744,132.931,180.157,152.553,151.668,155.781,NA,NA
SE,CLV_I05,2021-01-01,137.501,133.654,133.808,161.361,159.733,147.161,201.992,170.219,168.46,175.52,NA,NA
SE,CLV_I05,2022-01-01,141.108,135.547,135.783,177.978,170.109,151.836,231.681,186.541,172.494,220.46,NA,NA
SE,CLV_I05,2023-01-01,141.082,134.073,133.647,167.616,175.728,154.102,249.185,184.814,167.458,227.287,NA,NA
SE,CLV_I10,1993-01-01,61.393,72.074,69.774,50.656,36.739,37.626,34.825,41.069,40.224,42.923,NA,NA
SE,CLV_I10,1994-01-01,63.965,72.652,70.582,57.908,41.739,43.799,35.779,46.353,46.144,46.417,NA,NA
SE,CLV_I10,1995-01-01,66.948,73.192,71.174,62.9,46.449,49.944,35.46,49.699,49.989,48.32,NA,NA
SE,CLV_I10,1996-01-01,68.157,74.02,72.255,63.474,48.499,52.3,36.463,51.405,51.377,50.93,NA,NA
SE,CLV_I10,1997-01-01,70.37,75.36,73.505,64.923,55.256,59.442,42.053,57.736,57.088,58.941,NA,NA
SE,CLV_I10,1998-01-01,73.418,77.991,76.147,70.816,60.183,64.494,46.667,64.047,63.042,66.184,NA,NA
SE,CLV_I10,1999-01-01,76.571,80.555,78.817,73.545,64.516,68.566,51.978,67.511,65.769,71.667,NA,NA
SE,CLV_I10,2000-01-01,80.724,83.184,81.703,79.683,72.284,76.659,58.781,75.778,74.284,79.171,NA,NA
SE,CLV_I10,2001-01-01,81.83,83.695,82.978,80.383,72.711,74.899,66.23,74.688,71.346,83.289,NA,NA
SE,CLV_I10,2002-01-01,83.494,85.548,84.885,78.598,73.947,76.574,66.07,73.917,71.342,80.426,NA,NA
SE,CLV_I10,2003-01-01,85.443,86.624,85.968,81.266,77.132,80.048,68.369,76.243,75.04,79.058,NA,NA
SE,CLV_I10,2004-01-01,89.407,88.141,87.573,84.641,85.817,88.95,76.411,81.455,81.102,82.025,NA,NA
SE,CLV_I10,2005-01-01,91.793,90.021,89.786,88.749,91.308,94.353,82.175,87.027,86.922,86.92,NA,NA
SE,CLV_I10,2006-01-01,96.191,92.282,92.137,97.58,99.174,102.21,90.07,94.276,95.279,91.191,NA,NA
SE,CLV_I10,2007-01-01,99.461,94.851,94.904,108.393,103.731,105.316,99.02,101.843,102.374,100.011,NA,NA
SE,CLV_I10,2008-01-01,98.969,95.535,95.476,105.95,105.653,106.232,103.964,104.955,104.47,105.826,NA,NA
SE,CLV_I10,2009-01-01,94.282,96.936,96.77,86.192,90.377,86.813,101.128,89.699,86.576,97.699,NA,NA
SE,CLV_I10,2010-01-01,100,100,100,100,100,100,100,100,100,100,NA,NA
SE,CLV_I10,2011-01-01,103.646,101.6,101.58,108.037,106.72,106.779,106.544,107.084,108.54,103.307,NA,NA
SE,CLV_I10,2012-01-01,103.116,102.473,102.156,102.15,107.916,106.844,111.022,108.17,108.559,107.134,NA,NA
SE,CLV_I10,2013-01-01,104.323,104.237,103.743,103.747,106.726,103.291,116.563,107.954,106.704,111.023,NA,NA
SE,CLV_I10,2014-01-01,107.178,106.63,106.23,110.953,111.385,106.844,124.311,114.845,111.857,122.119,NA,NA
SE,CLV_I10,2015-01-01,111.847,110.148,110.066,120.295,117.846,109.336,141.899,121.805,118.9,128.894,NA,NA
SE,CLV_I10,2016-01-01,113.709,113.247,113.373,124.171,120.674,112.297,144.376,127.25,126.025,130.528,NA,NA
SE,CLV_I10,2017-01-01,116.863,115.172,115.357,131.459,125.66,119.339,143.784,133.267,130.295,140.474,NA,NA
SE,CLV_I10,2018-01-01,119.206,116.871,116.786,134.574,130.996,125.809,145.962,138.363,137.307,141.228,NA,NA
SE,CLV_I10,2019-01-01,121.682,117.52,117.334,133.454,138.822,130.37,163.254,141.309,137.733,150.034,NA,NA
SE,CLV_I10,2020-01-01,118.556,114.393,113.918,131.753,131.25,125.424,148.044,132.761,131.833,135.405,NA,NA
SE,CLV_I10,2021-01-01,126.216,120.316,120.141,143.207,145.85,138.85,165.986,148.136,146.43,152.562,NA,NA
SE,CLV_I10,2022-01-01,129.527,122.02,121.914,157.954,155.324,143.261,190.383,162.341,149.936,191.624,NA,NA
SE,CLV_I10,2023-01-01,129.503,120.694,119.996,148.757,160.454,145.399,204.767,160.837,145.559,197.558,NA,NA
SE,CLV_I15,1993-01-01,54.89,65.434,63.393,42.11,31.176,34.413,24.542,33.717,33.83,33.301,NA,NA
SE,CLV_I15,1994-01-01,57.19,65.959,64.127,48.138,35.418,40.059,25.215,38.055,38.809,36.011,NA,NA
SE,CLV_I15,1995-01-01,59.857,66.449,64.665,52.288,39.415,45.679,24.989,40.802,42.043,37.488,NA,NA
SE,CLV_I15,1996-01-01,60.938,67.2,65.647,52.765,41.154,47.834,25.696,42.202,43.211,39.513,NA,NA
SE,CLV_I15,1997-01-01,62.916,68.418,66.782,53.97,46.889,54.367,29.636,47.4,48.014,45.728,NA,NA
SE,CLV_I15,1998-01-01,65.642,70.806,69.183,58.868,51.069,58.987,32.887,52.581,53.021,51.347,NA,NA
SE,CLV_I15,1999-01-01,68.46,73.134,71.608,61.137,54.746,62.711,36.63,55.425,55.315,55.601,NA,NA
SE,CLV_I15,2000-01-01,72.173,75.52,74.231,66.239,61.338,70.113,41.424,62.213,62.476,61.423,NA,NA
SE,CLV_I15,2001-01-01,73.163,75.984,75.39,66.822,61.7,68.503,46.674,61.317,60.005,64.618,NA,NA
SE,CLV_I15,2002-01-01,74.651,77.667,77.122,65.337,62.749,70.036,46.561,60.685,60.002,62.397,NA,NA
SE,CLV_I15,2003-01-01,76.393,78.643,78.105,67.555,65.452,73.213,48.181,62.594,63.112,61.335,NA,NA
SE,CLV_I15,2004-01-01,79.937,80.021,79.564,70.361,72.821,81.355,53.849,66.873,68.21,63.637,NA,NA
SE,CLV_I15,2005-01-01,82.07,81.727,81.574,73.776,77.481,86.296,57.911,71.447,73.106,67.435,NA,NA
SE,CLV_I15,2006-01-01,86.002,83.781,83.71,81.117,84.155,93.482,63.475,77.399,80.134,70.749,NA,NA
SE,CLV_I15,2007-01-01,88.926,86.113,86.224,90.106,88.023,96.323,69.782,83.611,86.101,77.591,NA,NA
SE,CLV_I15,2008-01-01,88.486,86.734,86.744,88.075,89.653,97.16,73.266,86.166,87.864,82.103,NA,NA
SE,CLV_I15,2009-01-01,84.296,88.005,87.92,71.651,76.691,79.4,71.267,73.642,72.815,75.798,NA,NA
SE,CLV_I15,2010-01-01,89.408,90.787,90.854,83.129,84.857,91.461,70.473,82.098,84.104,77.583,NA,NA
SE,CLV_I15,2011-01-01,92.668,92.239,92.29,89.81,90.559,97.661,75.084,87.914,91.287,80.148,NA,NA
SE,CLV_I15,2012-01-01,92.194,93.032,92.814,84.916,91.574,97.72,78.24,88.805,91.303,83.118,NA,NA
SE,CLV_I15,2013-01-01,93.273,94.634,94.256,86.244,90.564,94.471,82.145,88.628,89.743,86.135,NA,NA
SE,CLV_I15,2014-01-01,95.826,96.806,96.515,92.234,94.518,97.721,87.606,94.286,94.077,94.743,NA,NA
SE,CLV_I15,2015-01-01,100,100,100,100,100,100,100,100,100,100,NA,NA
SE,CLV_I15,2016-01-01,101.665,102.814,103.005,103.222,102.4,102.708,101.745,104.47,105.992,101.268,NA,NA
SE,CLV_I15,2017-01-01,104.485,104.561,104.807,109.28,106.631,109.148,101.328,109.41,109.584,108.984,NA,NA
SE,CLV_I15,2018-01-01,106.579,106.104,106.105,111.87,111.159,115.066,102.863,113.594,115.482,109.568,NA,NA
SE,CLV_I15,2019-01-01,108.793,106.693,106.603,110.939,117.8,119.237,115.05,116.012,115.84,116.401,NA,NA
SE,CLV_I15,2020-01-01,105.999,103.854,103.5,109.525,111.375,114.714,104.33,108.995,110.878,105.051,NA,NA
SE,CLV_I15,2021-01-01,112.847,109.232,109.153,119.046,123.763,126.994,116.975,121.617,123.154,118.362,NA,NA
SE,CLV_I15,2022-01-01,115.807,110.779,110.764,131.305,131.803,131.028,134.168,133.279,126.103,148.667,NA,NA
SE,CLV_I15,2023-01-01,115.786,109.575,109.021,123.66,136.156,132.983,144.304,132.045,122.421,153.271,NA,NA
SE,CLV_PCH_PRE,1994-01-01,4.2,0.8,1.2,14.3,13.6,16.4,2.7,12.9,14.7,8.1,NA,NA
SE,CLV_PCH_PRE,1995-01-01,4.7,0.7,0.8,8.6,11.3,14,-0.9,7.2,8.3,4.1,NA,NA
SE,CLV_PCH_PRE,1996-01-01,1.8,1.1,1.5,0.9,4.4,4.7,2.8,3.4,2.8,5.4,NA,NA
SE,CLV_PCH_PRE,1997-01-01,3.2,1.8,1.7,2.3,13.9,13.7,15.3,12.3,11.1,15.7,NA,NA
SE,CLV_PCH_PRE,1998-01-01,4.3,3.5,3.6,9.1,8.9,8.5,11,10.9,10.4,12.3,NA,NA
SE,CLV_PCH_PRE,1999-01-01,4.3,3.3,3.5,3.9,7.2,6.3,11.4,5.4,4.3,8.3,NA,NA
SE,CLV_PCH_PRE,2000-01-01,5.4,3.3,3.7,8.3,12,11.8,13.1,12.2,12.9,10.5,NA,NA
SE,CLV_PCH_PRE,2001-01-01,1.4,0.6,1.6,0.9,0.6,-2.3,12.7,-1.4,-4,5.2,NA,NA
SE,CLV_PCH_PRE,2002-01-01,2,2.2,2.3,-2.2,1.7,2.2,-0.2,-1,0,-3.4,NA,NA
SE,CLV_PCH_PRE,2003-01-01,2.3,1.3,1.3,3.4,4.3,4.5,3.5,3.1,5.2,-1.7,NA,NA
SE,CLV_PCH_PRE,2004-01-01,4.6,1.8,1.9,4.2,11.3,11.1,11.8,6.8,8.1,3.8,NA,NA
SE,CLV_PCH_PRE,2005-01-01,2.7,2.1,2.5,4.9,6.4,6.1,7.5,6.8,7.2,6,NA,NA
SE,CLV_PCH_PRE,2006-01-01,4.8,2.5,2.6,10,8.6,8.3,9.6,8.3,9.6,4.9,NA,NA
SE,CLV_PCH_PRE,2007-01-01,3.4,2.8,3,11.1,4.6,3,9.9,8,7.4,9.7,NA,NA
SE,CLV_PCH_PRE,2008-01-01,-0.5,0.7,0.6,-2.3,1.9,0.9,5,3.1,2,5.8,NA,NA
SE,CLV_PCH_PRE,2009-01-01,-4.7,1.5,1.4,-18.6,-14.5,-18.3,-2.7,-14.5,-17.1,-7.7,NA,NA
SE,CLV_PCH_PRE,2010-01-01,6.1,3.2,3.3,16,10.6,15.2,-1.1,11.5,15.5,2.4,NA,NA
SE,CLV_PCH_PRE,2011-01-01,3.6,1.6,1.6,8,6.7,6.8,6.5,7.1,8.5,3.3,NA,NA
SE,CLV_PCH_PRE,2012-01-01,-0.5,0.9,0.6,-5.4,1.1,0.1,4.2,1,0,3.7,NA,NA
SE,CLV_PCH_PRE,2013-01-01,1.2,1.7,1.6,1.6,-1.1,-3.3,5,-0.2,-1.7,3.6,NA,NA
SE,CLV_PCH_PRE,2014-01-01,2.7,2.3,2.4,6.9,4.4,3.4,6.6,6.4,4.8,10,NA,NA
SE,CLV_PCH_PRE,2015-01-01,4.4,3.3,3.6,8.4,5.8,2.3,14.1,6.1,6.3,5.5,NA,NA
SE,CLV_PCH_PRE,2016-01-01,1.7,2.8,3,3.2,2.4,2.7,1.7,4.5,6,1.3,NA,NA
SE,CLV_PCH_PRE,2017-01-01,2.8,1.7,1.7,5.9,4.1,6.3,-0.4,4.7,3.4,7.6,NA,NA
SE,CLV_PCH_PRE,2018-01-01,2,1.5,1.2,2.4,4.2,5.4,1.5,3.8,5.4,0.5,NA,NA
SE,CLV_PCH_PRE,2019-01-01,2.1,0.6,0.5,-0.8,6,3.6,11.8,2.1,0.3,6.2,NA,NA
SE,CLV_PCH_PRE,2020-01-01,-2.6,-2.7,-2.9,-1.3,-5.5,-3.8,-9.3,-6,-4.3,-9.8,NA,NA
SE,CLV_PCH_PRE,2021-01-01,6.5,5.2,5.5,8.7,11.1,10.7,12.1,11.6,11.1,12.7,NA,NA
SE,CLV_PCH_PRE,2022-01-01,2.6,1.4,1.5,10.3,6.5,3.2,14.7,9.6,2.4,25.6,NA,NA
SE,CLV_PCH_PRE,2023-01-01,0,-1.1,-1.6,-5.8,3.3,1.5,7.6,-0.9,-2.9,3.1,NA,NA
SE,CON_PPCH_PRE,1994-01-01,3.64,0.63,0.8,2.73,4.14,3.97,0.17,-3.57,-2.93,-0.63,NA,NA
SE,CON_PPCH_PRE,1995-01-01,4.06,0.57,0.57,1.76,3.79,3.85,-0.06,-2.18,-1.86,-0.33,NA,NA
SE,CON_PPCH_PRE,1996-01-01,1.59,0.83,1,0.19,1.64,1.47,0.17,-1.08,-0.66,-0.42,NA,NA
SE,CON_PPCH_PRE,1997-01-01,2.87,1.34,1.14,0.47,5.02,4.11,0.91,-3.76,-2.51,-1.25,NA,NA
SE,CON_PPCH_PRE,1998-01-01,3.83,2.56,2.35,1.86,3.49,2.76,0.72,-3.59,-2.51,-1.09,NA,NA
SE,CON_PPCH_PRE,1999-01-01,3.79,2.39,2.27,0.83,2.88,2.09,0.8,-1.86,-1.08,-0.78,NA,NA
SE,CON_PPCH_PRE,2000-01-01,4.8,2.38,2.38,1.82,4.83,3.85,0.98,-4.26,-3.23,-1.03,NA,NA
SE,CON_PPCH_PRE,2001-01-01,1.22,0.44,1.01,0.2,0.26,-0.8,1.06,0.55,1.1,-0.55,NA,NA
SE,CON_PPCH_PRE,2002-01-01,1.81,1.59,1.49,-0.51,0.73,0.75,-0.02,0.39,0,0.39,NA,NA
SE,CON_PPCH_PRE,2003-01-01,2.07,0.91,0.83,0.75,1.78,1.47,0.31,-1.13,-1.31,0.18,NA,NA
SE,CON_PPCH_PRE,2004-01-01,4.12,1.27,1.22,0.91,4.54,3.52,1.02,-2.39,-2.01,-0.38,NA,NA
SE,CON_PPCH_PRE,2005-01-01,2.37,1.52,1.63,1.06,2.73,2.02,0.71,-2.46,-1.86,-0.6,NA,NA
SE,CON_PPCH_PRE,2006-01-01,4.24,1.79,1.69,2.22,3.88,2.91,0.97,-3.23,-2.71,-0.52,NA,NA
SE,CON_PPCH_PRE,2007-01-01,3.01,1.95,1.9,2.58,2.18,1.12,1.06,-3.27,-2.24,-1.03,NA,NA
SE,CON_PPCH_PRE,2008-01-01,-0.44,0.5,0.38,-0.56,0.88,0.32,0.57,-1.27,-0.62,-0.65,NA,NA
SE,CON_PPCH_PRE,2009-01-01,-4.19,1.02,0.85,-4.59,-7.1,-6.77,-0.33,6.32,5.4,0.92,NA,NA
SE,CON_PPCH_PRE,2010-01-01,5.35,2.33,2.21,3.37,4.63,4.76,-0.14,-4.37,-4.1,-0.27,NA,NA
SE,CON_PPCH_PRE,2011-01-01,3.22,1.15,1.03,1.85,3,2.27,0.74,-2.8,-2.44,-0.36,NA,NA
SE,CON_PPCH_PRE,2012-01-01,-0.45,0.61,0.37,-1.3,0.51,0.02,0.49,-0.41,-0.01,-0.41,NA,NA
SE,CON_PPCH_PRE,2013-01-01,1.04,1.25,1.01,0.35,-0.5,-1.1,0.6,0.08,0.49,-0.41,NA,NA
SE,CON_PPCH_PRE,2014-01-01,2.43,1.68,1.57,1.56,1.86,1.04,0.82,-2.44,-1.29,-1.15,NA,NA
SE,CON_PPCH_PRE,2015-01-01,3.87,2.4,2.36,1.98,2.51,0.71,1.8,-2.4,-1.71,-0.69,NA,NA
SE,CON_PPCH_PRE,2016-01-01,1.48,2.02,1.94,0.79,1.05,0.81,0.24,-1.79,-1.62,-0.16,NA,NA
SE,CON_PPCH_PRE,2017-01-01,2.46,1.23,1.14,1.45,1.76,1.82,-0.06,-1.87,-0.92,-0.96,NA,NA
SE,CON_PPCH_PRE,2018-01-01,1.78,1.06,0.8,0.61,1.86,1.66,0.2,-1.58,-1.5,-0.07,NA,NA
SE,CON_PPCH_PRE,2019-01-01,1.84,0.4,0.3,-0.22,2.73,1.18,1.55,-0.93,-0.09,-0.83,NA,NA
SE,CON_PPCH_PRE,2020-01-01,-2.28,-1.88,-1.85,-0.32,-2.61,-1.27,-1.34,2.64,1.27,1.37,NA,NA
SE,CON_PPCH_PRE,2021-01-01,5.73,3.65,3.45,2.18,4.88,3.31,1.57,-4.56,-2.97,-1.59,NA,NA
SE,CON_PPCH_PRE,2022-01-01,2.33,0.98,0.92,2.66,3.02,1.05,1.97,-4,-0.69,-3.31,NA,NA
SE,CON_PPCH_PRE,2023-01-01,-0.02,-0.75,-0.97,-1.66,1.75,0.55,1.19,0.46,0.98,-0.51,NA,NA
SE,CP_MEUR,1993-01-01,157694.7,142155.3,126316.9,34678.3,55259.6,43947.4,11312.2,50379.5,36205.8,14173.8,83535.9,40439.8
SE,CP_MEUR,1994-01-01,167815.1,147014.2,130960,39378.3,64798.7,52874.4,11924.3,58328.2,42982.9,15345.2,87406.2,41393.4
SE,CP_MEUR,1995-01-01,179551.9,150193.4,133921.4,42595.4,75855,63651.3,12203.6,64315.3,48295.2,16020.1,89249.3,43745.3
SE,CP_MEUR,1996-01-01,202972.5,169738.5,151612.9,47351.3,82784,69112,13672,70102.4,51838.6,18263.8,103701.1,50965.6
SE,CP_MEUR,1997-01-01,209311,173392.5,154838.5,48450.4,92604.1,76971.1,15633.1,77801.3,56852.5,20948.9,106593.1,51568.9
SE,CP_MEUR,1998-01-01,213388.2,175558.6,156678.1,52141.9,96637.9,79744.4,16893.5,82870.4,60206.9,22663.4,103651.3,58215.1
SE,CP_MEUR,1999-01-01,227407.1,187434.5,167320.8,55985.5,103130.4,83968.2,19162.2,89440.6,64153.2,25287.4,111239.4,61611.7
SE,CP_MEUR,2000-01-01,253468.8,205452.4,183584,65328,123351.6,99566.1,23785.5,108981.8,79036.5,29945.3,127395.2,64250.8
SE,CP_MEUR,2001-01-01,240345.6,194197.7,175003.2,62115.6,116111.1,90895.3,25215.8,101899.9,71438.1,30461.8,124341.6,61276.8
SE,CP_MEUR,2002-01-01,251547.5,205870.9,185479,62793.3,116987.9,91707.7,25280.3,102025.1,71823.8,30201.3,129954.3,64802.4
SE,CP_MEUR,2003-01-01,262841,215261.2,194031.6,65026.6,119487.3,93706.4,25780.9,103469.6,73774.2,29695.3,135011.2,67356.9
SE,CP_MEUR,2004-01-01,275653.7,221334.9,199673.6,67785.4,132418.7,103073.9,29344.8,111356.9,80301.1,31055.9,139418.7,69261.5
SE,CP_MEUR,2005-01-01,279530,225594.4,203868.8,70351.4,142147.6,110352.8,31794.7,122318.5,88904,33414.5,141773.5,71223.6
SE,CP_MEUR,2006-01-01,299097.8,236002.8,213093.4,78446.1,160183.3,124042.6,36140.6,137315,101518,35797,149129.4,74598.2
SE,CP_MEUR,2007-01-01,318328.6,247887.7,224319.3,89310.9,170894.7,130147.5,40747.2,149148.2,109236.8,39911.5,161070.9,79189.5
SE,CP_MEUR,2008-01-01,314246.1,247705.6,223619,87267.8,174200.2,131396.3,42803.9,154292.5,111952.4,42340,162816.6,79659.2
SE,CP_MEUR,2009-01-01,277564.8,231460.8,208507.6,66189.1,136722.5,98633.2,38089.3,119734.9,83117.4,36617.5,147365.2,70943
SE,CP_MEUR,2010-01-01,330602.2,269513.2,243195.3,86037.7,167409.5,125296,42113.5,148265.1,107013.6,41251.5,169256.6,82986.7
SE,CP_MEUR,2011-01-01,365818.2,294830.5,265756.3,98398.5,186899.7,139061.4,47838.3,167284,122080.7,45203.3,189301.9,89759.6
